ExampleB	ExampleB
Reference Pedigree	Family tree
0.17542	3.57254
0.175415	3.57236
0.175303	3.5717
0.175273	3.57073
0.175273	3.57035
0.175194	3.56911
0.175166	3.56628
0.175012	3.56607
0.174962	3.56424
0.174961	3.56368
0.174941	3.56283
0.174895	3.5609
0.174807	3.56027
0.174695	3.55837
0.174575	3.55549
0.174515	3.55432
0.174422	3.55219
0.17436	3.55158
0.174269	3.5515
0.174267	3.5511
0.174254	3.55012
0.174218	3.54674
0.174166	3.5453
0.174083	3.54348
0.173988	3.54342
0.173933	3.54123
0.173909	3.53037
0.173854	3.52825
0.173711	3.52686
0.17362	3.52626
0.173553	3.52501
0.173521	3.51895
0.17342	3.51672
0.173317	3.51277
0.17329	3.51176
0.173076	3.5103
0.172992	3.50959
0.172942	3.50936
0.17292	3.50884
0.172871	3.50646
0.172828	3.50194
0.172808	3.49858
0.172798	3.4962
0.172582	3.49373
0.172473	3.49188
0.172467	3.48783
0.172457	3.4868
0.172317	3.48622
0.172294	3.48458
0.172272	3.48347
0.172271	3.4831
0.172181	3.48151
0.172136	3.48003
0.172069	3.47564
0.17187	3.47463
0.17183	3.4739
0.171821	3.47254
0.171747	3.47176
0.171743	3.46861
0.171735	3.46114
0.171685	3.461
0.171649	3.45905
0.171533	3.45695
0.171522	3.45441
0.171375	3.45303
0.171311	3.45287
0.171165	3.45191
0.170966	3.45016
0.17088	3.43996
0.170565	3.438
0.170315	3.43703
0.170313	3.43312
0.170274	3.42951
0.170202	3.4285
0.170191	3.4282
0.170184	3.42808
0.169822	3.42702
0.169806	3.42598
0.169771	3.42382
0.169759	3.42032
0.169729	3.41927
0.169708	3.41382
0.169623	3.41241
0.169619	3.41206
0.169569	3.41079
0.169541	3.41047
0.169436	3.41046
0.169415	3.4102
0.169223	3.40925
0.169213	3.4077
0.169182	3.40643
0.169171	3.40264
0.169136	3.39691
0.169118	3.39677
0.169008	3.39627
0.168941	3.39528
0.168936	3.3948
0.168865	3.39308
0.168795	3.39294
0.168788	3.39175
0.168775	3.39126
0.168744	3.39046
0.168604	3.39008
0.168555	3.38818
0.168522	3.38714
0.168521	3.38566
0.168493	3.38516
0.168479	3.3846
0.168375	3.38342
0.168366	3.38142
0.168188	3.37657
0.168152	3.37266
0.168079	3.37263
0.167984	3.37235
0.167951	3.37051
0.167806	3.37026
0.167794	3.36948
0.16779	3.369
0.167695	3.36829
0.167686	3.36809
0.167605	3.36597
0.167591	3.36536
0.167576	3.36408
0.167552	3.36195
0.167545	3.36012
0.167501	3.35808
0.167488	3.35349
0.167404	3.35266
0.167398	3.35214
0.167398	3.34482
0.167278	3.34458
0.16717	3.34457
0.167123	3.34372
0.167105	3.34324
0.167095	3.34164
0.166966	3.3401
0.166931	3.33914
0.166901	3.33765
0.166854	3.33729
0.166733	3.33517
0.166726	3.3321
0.166705	3.33183
0.166608	3.33036
0.166593	3.3284
0.166438	3.32773
0.166296	3.32663
0.166222	3.32432
0.166158	3.31958
0.166158	3.31936
0.166094	3.31631
0.166074	3.31289
0.166057	3.31132
0.166053	3.3086
0.166038	3.30849
0.16602	3.30641
0.165965	3.30493
0.165919	3.30327
0.165823	3.30189
0.165793	3.30084
0.165734	3.30014
0.16572	3.2976
0.165706	3.29474
0.16566	3.29396
0.165653	3.28952
0.165635	3.28824
0.165547	3.28713
0.165527	3.28161
0.16548	3.2814
0.165439	3.28133
0.165415	3.28034
0.165289	3.28001
0.165209	3.27731
0.165186	3.2772
0.165182	3.27603
0.165111	3.27465
0.16508	3.27407
0.165028	3.27249
0.165016	3.2714
0.164949	3.27137
0.16492	3.27043
0.164879	3.26854
0.164736	3.26662
0.164711	3.26588
0.164679	3.2656
0.164658	3.26176
0.164621	3.26172
0.164425	3.26105
0.164347	3.26099
0.164264	3.2605
0.164251	3.26022
0.164239	3.25745
0.164132	3.25594
0.164018	3.25492
0.163982	3.25491
0.163866	3.2463
0.163779	3.2443
0.163777	3.24363
0.163747	3.24124
0.16353	3.24061
0.1635	3.23891
0.163279	3.23724
0.163248	3.23712
0.163234	3.23678
0.163176	3.2326
0.163121	3.23185
0.163071	3.22994
0.162982	3.2264
0.162967	3.22576
0.162875	3.22476
0.162871	3.22225
0.162869	3.21505
0.162839	3.21169
0.162749	3.21045
0.162723	3.20744
0.162632	3.2073
0.162619	3.20398
0.162601	3.20153
0.162595	3.20145
0.162585	3.1997
0.162417	3.19648
0.162413	3.19476
0.162334	3.19457
0.162259	3.19304
0.162203	3.19257
0.162183	3.18933
0.162037	3.18919
0.161885	3.18667
0.161855	3.18647
0.161853	3.18586
0.161849	3.18351
0.161816	3.18257
0.161583	3.18126
0.161517	3.18103
0.161508	3.17961
0.161503	3.17473
0.161341	3.17435
0.16129	3.17202
0.161229	3.16984
0.161218	3.16981
0.16106	3.16675
0.161058	3.16606
0.16101	3.16525
0.16084	3.16352
0.160774	3.16317
0.160716	3.1625
0.160611	3.16136
0.160383	3.15816
0.160327	3.1535
0.160173	3.14951
0.160103	3.14389
0.160085	3.14278
0.159986	3.14159
0.159924	3.14032
0.159796	3.13972
0.159774	3.13864
0.159766	3.13844
0.159747	3.13584
0.159734	3.13371
0.159727	3.13252
0.159621	3.13245
0.159598	3.12991
0.159597	3.12955
0.159552	3.12886
0.159532	3.12424
0.159384	3.12156
0.159374	3.12054
0.159228	3.12016
0.159118	3.11872
0.159089	3.11701
0.159068	3.11651
0.159005	3.11429
0.158969	3.11324
0.158952	3.10872
0.158947	3.1068
0.158928	3.10321
0.158807	3.10295
0.158771	3.10154
0.158526	3.10043
0.158524	3.10002
0.158381	3.09871
0.158366	3.09325
0.158322	3.09291
0.158271	3.08729
0.158261	3.08652
0.158238	3.08303
0.158219	3.08229
0.158131	3.08057
0.158131	3.08045
0.158059	3.08038
0.157938	3.07983
0.157777	3.07971
0.157739	3.07944
0.157715	3.07931
0.157699	3.0791
0.157667	3.07712
0.15764	3.07576
0.157635	3.07478
0.157439	3.07461
0.157326	3.07401
0.157088	3.07374
0.157013	3.07241
0.15701	3.07014
0.156984	3.06816
0.156958	3.06445
0.156792	3.06275
0.156605	3.06166
0.156605	3.06101
0.156591	3.06021
0.156472	3.05973
0.156435	3.05767
0.156422	3.05571
0.156324	3.05499
0.15629	3.05479
0.156168	3.05333
0.156107	3.0515
0.156041	3.05027
0.156006	3.04676
0.155767	3.04426
0.155738	3.04308
0.15559	3.04055
0.155529	3.04047
0.155516	3.04027
0.155451	3.0358
0.155302	3.03445
0.155223	3.03319
0.155206	3.03176
0.1552	3.03115
0.15519	3.02334
0.155176	3.02159
0.15496	3.01984
0.154923	3.01843
0.154764	3.01284
0.154758	3.00952
0.154727	3.00889
0.154723	3.00795
0.154718	3.00154
0.154702	3.00064
0.154636	2.99924
0.154467	2.99853
0.154433	2.99791
0.15441	2.99631
0.154386	2.99524
0.154236	2.99354
0.154205	2.99326
0.154202	2.99277
0.154162	2.98778
0.154049	2.98531
0.153981	2.98443
0.153931	2.98112
0.153835	2.97839
0.153817	2.97754
0.15377	2.97577
0.153715	2.97534
0.153652	2.97412
0.153631	2.97154
0.153616	2.97135
0.153609	2.968
0.15346	2.9665
0.153363	2.96518
0.153336	2.96473
0.153283	2.96398
0.153159	2.96325
0.15305	2.95636
0.153029	2.9545
0.152933	2.954
0.152929	2.94925
0.152912	2.94835
0.152847	2.94655
0.152787	2.944
0.152747	2.93973
0.152706	2.93948
0.152545	2.93818
0.152392	2.9367
0.152379	2.9356
0.152378	2.93321
0.152375	2.93045
0.152359	2.92852
0.152329	2.92463
0.15228	2.92295
0.152278	2.92193
0.152192	2.91934
0.152174	2.91731
0.152121	2.91673
0.152101	2.91192
0.152006	2.91184
0.15182	2.90999
0.151647	2.90977
0.151633	2.90821
0.151627	2.90544
0.1515	2.90473
0.151487	2.90259
0.151435	2.90103
0.151404	2.89441
0.151394	2.89254
0.15134	2.89053
0.151277	2.88923
0.151242	2.88898
0.151231	2.88837
0.151193	2.88808
0.151135	2.88707
0.150885	2.88623
0.150771	2.88613
0.150634	2.88383
0.150535	2.88309
0.150426	2.88253
0.150369	2.88248
0.150239	2.87972
0.150198	2.87935
0.150158	2.87867
0.150123	2.87675
0.150057	2.8766
0.150036	2.87165
0.149958	2.87136
0.149941	2.87021
0.149939	2.86717
0.149884	2.86665
0.149881	2.86583
0.149791	2.86447
0.149789	2.86437
0.149682	2.86369
0.149552	2.86176
0.149506	2.85146
0.149469	2.85048
0.149434	2.84968
0.149382	2.8482
0.149291	2.84685
0.149178	2.84457
0.149172	2.84452
0.149136	2.84392
0.149127	2.84351
0.149123	2.84295
0.149097	2.83877
0.149042	2.83874
0.14903	2.83736
0.148987	2.83722
0.148952	2.83594
0.148933	2.83337
0.14891	2.82651
0.148897	2.82615
0.148873	2.82188
0.14883	2.81977
0.148757	2.81914
0.148749	2.81505
0.148744	2.81431
0.148741	2.81319
0.148709	2.81045
0.148657	2.80758
0.14865	2.80636
0.148644	2.80573
0.148615	2.80548
0.148582	2.80531
0.148288	2.80505
0.148028	2.805
0.147995	2.80478
0.147919	2.80456
0.147884	2.80424
0.147877	2.80274
0.14787	2.80271
0.147831	2.80247
0.14783	2.79956
0.147805	2.7981
0.147733	2.79579
0.147516	2.79123
0.147478	2.79054
0.147415	2.789
0.147378	2.78486
0.147333	2.78483
0.147309	2.78121
0.147294	2.78103
0.147284	2.78072
0.147254	2.77867
0.147227	2.77751
0.147218	2.77549
0.147113	2.77523
0.147076	2.77358
0.146941	2.77336
0.146906	2.77299
0.146862	2.7728
0.146816	2.77182
0.146797	2.76819
0.146761	2.76749
0.146666	2.7657
0.146603	2.76205
0.146564	2.76149
0.146405	2.76137
0.146357	2.76113
0.146328	2.75937
0.146318	2.75744
0.146201	2.75621
0.146179	2.75573
0.146077	2.75467
0.146052	2.7539
0.145954	2.75117
0.145896	2.74977
0.145839	2.74968
0.145835	2.74935
0.14572	2.74879
0.145647	2.74564
0.145558	2.7436
0.145502	2.74214
0.145496	2.74193
0.145437	2.73848
0.145423	2.73796
0.145414	2.73694
0.145363	2.73331
0.145317	2.73179
0.145293	2.73041
0.145288	2.72837
0.14527	2.728
0.14526	2.72743
0.14525	2.72727
0.145184	2.72602
0.145163	2.72592
0.14516	2.72518
0.144984	2.7239
0.144747	2.72206
0.144745	2.71821
0.144711	2.71803
0.144688	2.71444
0.144656	2.71354
0.14461	2.7133
0.144526	2.71229
0.144405	2.71203
0.144334	2.71186
0.144305	2.71084
0.144232	2.71079
0.144202	2.71048
0.144111	2.70824
0.144099	2.70687
0.144003	2.70522
0.143849	2.70514
0.143802	2.70354
0.143757	2.70222
0.143757	2.70127
0.143751	2.69954
0.14361	2.69951
0.143586	2.69646
0.143564	2.6954
0.143536	2.69475
0.143461	2.69054
0.143226	2.68696
0.143173	2.68658
0.143159	2.68471
0.143083	2.68091
0.143083	2.67853
0.143081	2.67832
0.143066	2.67498
0.142993	2.67219
0.14298	2.66896
0.142832	2.66875
0.142818	2.66815
0.142809	2.66759
0.142809	2.66556
0.142788	2.66547
0.142726	2.66248
0.142631	2.65924
0.142567	2.65895
0.142345	2.65849
0.14228	2.65768
0.14219	2.65606
0.142131	2.65485
0.142111	2.65283
0.142089	2.65223
0.141965	2.65064
0.141887	2.65058
0.141833	2.64896
0.141777	2.64772
0.141691	2.64446
0.14159	2.64381
0.141576	2.64319
0.141553	2.64132
0.141536	2.63939
0.141506	2.63809
0.141457	2.6355
0.141291	2.63368
0.141209	2.63239
0.141088	2.63232
0.14107	2.63046
0.141064	2.62698
0.140948	2.62436
0.140907	2.6166
0.140892	2.615
0.14086	2.61492
0.140817	2.61435
0.140786	2.61417
0.140668	2.61327
0.140622	2.61315
0.140457	2.61136
0.140401	2.60921
0.140381	2.60585
0.140247	2.60503
0.140191	2.60433
0.140103	2.6042
0.140093	2.6029
0.140083	2.60045
0.140072	2.60001
0.140005	2.59937
0.139924	2.59732
0.139912	2.59674
0.139714	2.59384
0.139705	2.59226
0.139685	2.59134
0.139668	2.59024
0.139578	2.5874
0.139539	2.58662
0.139523	2.58469
0.139479	2.58367
0.139337	2.5808
0.139192	2.57856
0.139167	2.57398
0.139108	2.57053
0.139071	2.57027
0.139052	2.56943
0.139025	2.56882
0.138974	2.56875
0.138881	2.5658
0.138867	2.56465
0.138734	2.56449
0.13861	2.56064
0.138532	2.55861
0.138454	2.55699
0.13844	2.55668
0.138398	2.55643
0.138385	2.55527
0.138377	2.55446
0.138356	2.5538
0.138289	2.55294
0.138289	2.55256
0.138279	2.55156
0.138263	2.54525
0.138197	2.54396
0.138117	2.54377
0.138111	2.54291
0.138106	2.53809
0.138093	2.53539
0.137968	2.53436
0.13795	2.53253
0.137884	2.52945
0.137875	2.52908
0.137862	2.5279
0.137854	2.52481
0.137727	2.52385
0.137726	2.52148
0.137707	2.52142
0.137691	2.5179
0.13766	2.51299
0.13747	2.51204
0.137456	2.51172
0.137451	2.50712
0.137398	2.50711
0.137374	2.50513
0.137323	2.5035
0.137158	2.50326
0.137133	2.50222
0.13705	2.50208
0.137002	2.49819
0.136793	2.49721
0.136782	2.49415
0.136743	2.49284
0.136738	2.48872
0.136684	2.48402
0.136627	2.48382
0.136606	2.47971
0.136558	2.47891
0.136385	2.47829
0.136084	2.47816
0.136017	2.47785
0.135909	2.4777
0.13589	2.47685
0.135881	2.47652
0.135789	2.47322
0.135731	2.47246
0.135716	2.46779
0.135664	2.46764
0.13565	2.46582
0.135545	2.46574
0.135432	2.46555
0.135424	2.4646
0.135414	2.46455
0.135373	2.46363
0.135292	2.46231
0.135286	2.46222
0.135266	2.46205
0.135188	2.45898
0.135114	2.45657
0.135105	2.45596
0.135037	2.45548
0.134984	2.4534
0.134976	2.45067
0.134846	2.44792
0.134844	2.44751
0.134813	2.44634
0.134791	2.44568
0.13479	2.44368
0.134727	2.44008
0.134637	2.43886
0.134637	2.4373
0.134594	2.43618
0.134593	2.43568
0.13459	2.43126
0.134494	2.42988
0.134469	2.4284
0.134427	2.42742
0.134402	2.42414
0.134359	2.42226
0.134352	2.42175
0.134264	2.42133
0.134151	2.41868
0.134108	2.41793
0.134085	2.41726
0.134077	2.41511
0.133925	2.41427
0.133783	2.41306
0.133726	2.41278
0.13371	2.41187
0.13365	2.41009
0.133606	2.40696
0.133602	2.4054
0.133565	2.40358
0.133558	2.40139
0.133498	2.40005
0.13341	2.39829
0.133325	2.39825
0.133289	2.39708
0.133255	2.39286
0.133182	2.39123
0.133156	2.39042
0.133146	2.3885
0.133083	2.38811
0.133042	2.38792
0.133018	2.38789
0.132988	2.38364
0.132917	2.38217
0.132875	2.38189
0.132868	2.37782
0.132822	2.37485
0.132761	2.37408
0.132739	2.37367
0.132708	2.37338
0.132703	2.37032
0.132696	2.36778
0.132446	2.36773
0.132409	2.36399
0.132392	2.36275
0.132328	2.36074
0.132261	2.3607
0.132246	2.35757
0.132224	2.3575
0.132218	2.35647
0.132209	2.35555
0.132082	2.35286
0.132076	2.35155
0.132027	2.35034
0.13193	2.34847
0.131813	2.34711
0.131812	2.3468
0.131795	2.34595
0.131778	2.34359
0.131694	2.34127
0.131601	2.3409
0.13157	2.33818
0.131551	2.33791
0.131542	2.33774
0.131448	2.33639
0.131444	2.33257
0.131434	2.33175
0.131428	2.3315
0.13132	2.33042
0.131308	2.32987
0.13126	2.32963
0.131258	2.32912
0.131189	2.32773
0.131185	2.32687
0.131144	2.32522
0.131083	2.32502
0.131047	2.32489
0.131009	2.32419
0.130907	2.31963
0.130838	2.31956
0.130803	2.31893
0.130797	2.318
0.13078	2.31799
0.130765	2.31631
0.1307	2.3143
0.130536	2.3138
0.130518	2.31264
0.130507	2.31227
0.130475	2.31208
0.130415	2.31057
0.130376	2.31027
0.130371	2.30945
0.130344	2.30862
0.130304	2.3083
0.13025	2.30803
0.130154	2.30667
0.130118	2.30587
0.130049	2.30531
0.130023	2.30228
0.130014	2.30013
0.12992	2.29642
0.129909	2.29471
0.129845	2.29449
0.129838	2.29411
0.129778	2.2939
0.129745	2.29306
0.129716	2.29256
0.129621	2.29226
0.129615	2.29151
0.129566	2.29082
0.129421	2.2874
0.129399	2.2858
0.129374	2.28261
0.129335	2.28166
0.129333	2.28004
0.129284	2.27785
0.129258	2.27623
0.129237	2.27513
0.129167	2.27362
0.129097	2.27331
0.129071	2.27284
0.128983	2.27201
0.128929	2.27167
0.12889	2.27152
0.128794	2.27115
0.128723	2.26992
0.128694	2.26915
0.128605	2.26875
0.128563	2.26863
0.12856	2.26853
0.128547	2.26751
0.128514	2.26587
0.128469	2.26469
0.128462	2.26372
0.128436	2.2624
0.128402	2.26214
0.128392	2.26052
0.128387	2.26023
0.128287	2.25987
0.128285	2.25968
0.128221	2.25761
0.128193	2.25751
0.128157	2.25573
0.128148	2.25528
0.128082	2.2542
0.128068	2.25102
0.128053	2.25036
0.128034	2.2491
0.127963	2.24812
0.127913	2.24479
0.127813	2.24333
0.127768	2.24297
0.127733	2.24101
0.127615	2.24049
0.127555	2.24036
0.127518	2.23986
0.127385	2.2385
0.127278	2.23817
0.12727	2.23738
0.127179	2.23662
0.127151	2.23656
0.127084	2.23563
0.126912	2.23534
0.126864	2.2351
0.12683	2.23498
0.12682	2.23235
0.1267	2.23108
0.126612	2.2297
0.126533	2.2288
0.126507	2.22859
0.126452	2.22817
0.126436	2.22573
0.126405	2.22402
0.126299	2.22301
0.126213	2.22163
0.126144	2.219
0.126142	2.21814
0.126133	2.21317
0.126128	2.21101
0.126117	2.21008
0.126021	2.20981
0.125764	2.20872
0.125667	2.20662
0.125648	2.20628
0.125627	2.20067
0.125623	2.20046
0.12549	2.19842
0.125472	2.19749
0.125468	2.19591
0.125315	2.19519
0.125195	2.19483
0.125171	2.19365
0.125166	2.19054
0.12511	2.18892
0.125093	2.18578
0.125072	2.1853
0.125004	2.18366
0.125001	2.18358
0.124903	2.1835
0.12485	2.18309
0.124683	2.18275
0.12464	2.18236
0.124581	2.17927
0.124565	2.1763
0.124536	2.17615
0.124527	2.17563
0.124516	2.17439
0.124502	2.17417
0.124471	2.1738
0.124466	2.17336
0.124412	2.17157
0.124398	2.16974
0.124325	2.16561
0.124312	2.16174
0.124286	2.15972
0.124273	2.15958
0.12421	2.15902
0.124152	2.15721
0.124116	2.15712
0.124099	2.15386
0.124081	2.15335
0.124066	2.15329
0.124051	2.15313
0.124019	2.15197
0.123981	2.15179
0.12398	2.15123
0.123947	2.151
0.123933	2.15047
0.12391	2.14943
0.123886	2.14912
0.123862	2.14797
0.123845	2.14795
0.1238	2.14753
0.123706	2.14437
0.123602	2.14362
0.123543	2.14207
0.123503	2.1414
0.123495	2.14017
0.123477	2.13971
0.123463	2.13788
0.123423	2.13346
0.123346	2.1334
0.123327	2.12968
0.123265	2.12893
0.123128	2.12881
0.123058	2.12877
0.123023	2.12775
0.122949	2.12741
0.122894	2.12738
0.122882	2.12719
0.122798	2.12647
0.122699	2.12555
0.12267	2.12515
0.122665	2.12494
0.122648	2.12445
0.122594	2.12435
0.122533	2.1218
0.122487	2.12159
0.122425	2.12064
0.122423	2.11951
0.12236	2.11874
0.122313	2.11865
0.122308	2.11851
0.12224	2.11851
0.122198	2.11835
0.122147	2.11574
0.122079	2.11292
0.122064	2.11262
0.122064	2.10987
0.122056	2.10985
0.121995	2.10904
0.121989	2.10818
0.121948	2.10736
0.121888	2.10662
0.12178	2.10554
0.121736	2.10204
0.121682	2.10186
0.121613	2.09987
0.121465	2.09807
0.121436	2.09778
0.12142	2.09741
0.121354	2.0969
0.121353	2.09648
0.12132	2.09647
0.121219	2.09617
0.121146	2.09512
0.12112	2.09009
0.121008	2.08524
0.120976	2.0848
0.120943	2.08317
0.120941	2.08311
0.120879	2.08167
0.120876	2.08107
0.120856	2.07982
0.120853	2.07887
0.12062	2.07785
0.120555	2.0774
0.120534	2.07456
0.120532	2.07416
0.120514	2.07287
0.120502	2.07206
0.120419	2.07107
0.120409	2.07086
0.120365	2.07051
0.120274	2.06755
0.120256	2.06749
0.120254	2.06719
0.120237	2.06707
0.120225	2.0666
0.120218	2.06618
0.120191	2.06568
0.120183	2.06477
0.120156	2.06126
0.12001	2.05991
0.119997	2.05882
0.119987	2.05708
0.119976	2.05564
0.119954	2.05447
0.119945	2.05416
0.119896	2.05145
0.119807	2.04993
0.119774	2.04944
0.119747	2.0481
0.119728	2.04776
0.119721	2.04727
0.119695	2.04636
0.119657	2.04626
0.119655	2.04525
0.119594	2.04434
0.119479	2.04249
0.11941	2.0415
0.119387	2.04043
0.119344	2.03996
0.119316	2.03927
0.119212	2.03854
0.119178	2.03853
0.119175	2.03808
0.119152	2.03773
0.119098	2.03641
0.118911	2.03638
0.118768	2.03531
0.118767	2.03379
0.118765	2.03341
0.118727	2.03291
0.118671	2.03217
0.11865	2.02956
0.118634	2.02814
0.11861	2.02805
0.118402	2.02688
0.118189	2.02602
0.118136	2.02364
0.118097	2.02268
0.118026	2.02184
0.118003	2.02038
0.117984	2.01934
0.117982	2.01897
0.117935	2.01799
0.117882	2.01772
0.117857	2.01428
0.117838	2.01001
0.117819	2.00995
0.11781	2.00942
0.117806	2.00611
0.117782	2.00354
0.117599	2.00205
0.117599	2.00084
0.117567	2.00036
0.11755	1.99512
0.117442	1.99476
0.117406	1.99466
0.117341	1.99361
0.117341	1.9921
0.11732	1.99205
0.117319	1.98976
0.117303	1.98843
0.117296	1.98733
0.11728	1.98714
0.11728	1.98691
0.11724	1.98652
0.117198	1.98546
0.117155	1.98505
0.117115	1.98457
0.117067	1.98356
0.116914	1.98077
0.116903	1.9805
0.116811	1.97849
0.116687	1.9784
0.116665	1.97686
0.11666	1.97297
0.116514	1.97274
0.116476	1.97111
0.116462	1.97059
0.116417	1.96942
0.116315	1.96883
0.116293	1.96795
0.116271	1.96754
0.116249	1.96701
0.11621	1.96564
0.116196	1.96519
0.116195	1.96273
0.116123	1.96192
0.116102	1.95742
0.116079	1.95672
0.116034	1.95597
0.116011	1.95585
0.116003	1.95541
0.115996	1.95496
0.115892	1.95232
0.115892	1.95186
0.115884	1.95052
0.115819	1.94931
0.115794	1.94342
0.115785	1.93964
0.115767	1.93959
0.115706	1.93862
0.115697	1.9362
0.115611	1.93417
0.115587	1.93233
0.115547	1.93226
0.11554	1.93174
0.115289	1.93033
0.115287	1.92925
0.115268	1.92796
0.115228	1.92584
0.115113	1.92538
0.115075	1.92525
0.11507	1.9233
0.115049	1.92277
0.114976	1.92253
0.114867	1.92027
0.114851	1.92025
0.11485	1.91835
0.114809	1.91734
0.114803	1.91724
0.114741	1.91662
0.114561	1.91392
0.114541	1.91391
0.114538	1.91293
0.114476	1.91257
0.114388	1.91155
0.114386	1.90637
0.11437	1.90326
0.114268	1.90325
0.114255	1.90318
0.114181	1.9029
0.114136	1.90264
0.114115	1.90217
0.114021	1.90206
0.113942	1.90143
0.113935	1.89958
0.113881	1.89885
0.113861	1.89867
0.113838	1.89818
0.113697	1.89746
0.113579	1.89635
0.113573	1.89562
0.113562	1.89487
0.113479	1.89438
0.113472	1.89264
0.113416	1.89188
0.113342	1.8914
0.113341	1.89106
0.113322	1.89031
0.113264	1.88832
0.113218	1.8857
0.113201	1.88496
0.113193	1.88359
0.113155	1.8826
0.113066	1.88237
0.113017	1.87994
0.112966	1.87971
0.112944	1.87947
0.112862	1.87908
0.11286	1.87888
0.112849	1.87843
0.112767	1.87754
0.112703	1.87715
0.112629	1.8761
0.112579	1.87499
0.112553	1.87427
0.112514	1.87174
0.112489	1.86973
0.11242	1.86801
0.112413	1.86668
0.112363	1.86391
0.112352	1.86372
0.11233	1.8608
0.112306	1.85964
0.112289	1.85566
0.112242	1.85548
0.112221	1.855
0.112199	1.85461
0.112159	1.85295
0.111928	1.85239
0.111921	1.84979
0.111918	1.84947
0.111835	1.8467
0.111796	1.84667
0.111788	1.84618
0.111751	1.84582
0.111686	1.84549
0.111675	1.84481
0.111642	1.84447
0.111639	1.8441
0.111624	1.84304
0.111513	1.84227
0.111493	1.84113
0.111468	1.84044
0.111398	1.8385
0.111321	1.83697
0.11129	1.83683
0.111234	1.83597
0.11112	1.83536
0.111116	1.83403
0.11111	1.83282
0.111026	1.83224
0.110982	1.83164
0.110955	1.83129
0.110931	1.83119
0.110897	1.83116
0.110754	1.83109
0.110749	1.82837
0.110748	1.82724
0.110702	1.82638
0.110686	1.8225
0.110674	1.82154
0.110622	1.82127
0.110569	1.8196
0.110448	1.81539
0.11036	1.81487
0.110359	1.8148
0.11033	1.81394
0.110217	1.81358
0.110173	1.81311
0.110114	1.81266
0.110084	1.81187
0.11006	1.81187
0.110036	1.81056
0.110011	1.81043
0.109999	1.80867
0.109833	1.80819
0.109781	1.80815
0.109644	1.80684
0.109598	1.80427
0.109568	1.80354
0.109508	1.8031
0.109486	1.80114
0.109462	1.80054
0.109432	1.80045
0.109389	1.80014
0.109347	1.79935
0.109338	1.79678
0.109327	1.79422
0.109315	1.79418
0.109314	1.79302
0.109271	1.79291
0.109241	1.79236
0.109235	1.7915
0.109225	1.79039
0.109219	1.78895
0.109181	1.78666
0.109164	1.78656
0.109148	1.78544
0.109089	1.78499
0.109083	1.78481
0.10903	1.78345
0.109023	1.78171
0.108968	1.78129
0.108928	1.78016
0.108914	1.77985
0.108908	1.7781
0.108862	1.77421
0.108858	1.77354
0.108833	1.77266
0.10882	1.77263
0.108776	1.77109
0.108752	1.77075
0.108683	1.77033
0.108662	1.76995
0.108581	1.76737
0.108433	1.76671
0.108382	1.7655
0.108365	1.76445
0.108347	1.76435
0.108336	1.76265
0.108318	1.76143
0.108296	1.76139
0.108275	1.76072
0.108259	1.76004
0.108218	1.75865
0.108214	1.75861
0.10817	1.75853
0.108169	1.75472
0.108162	1.75355
0.108145	1.7532
0.108088	1.75272
0.108031	1.75175
0.107959	1.74979
0.107941	1.74643
0.107926	1.74502
0.107907	1.74449
0.1079	1.74255
0.107885	1.74251
0.107817	1.74134
0.107743	1.73982
0.107649	1.73867
0.107616	1.7363
0.107553	1.73607
0.107539	1.73326
0.107533	1.7332
0.107506	1.73278
0.107488	1.73241
0.107461	1.73178
0.107452	1.73037
0.107273	1.72975
0.107242	1.72966
0.107216	1.72939
0.107198	1.72846
0.107189	1.72836
0.107171	1.72822
0.107068	1.72528
0.107067	1.72405
0.106978	1.72292
0.106912	1.72274
0.106903	1.72021
0.106898	1.72012
0.1067	1.71913
0.106693	1.71913
0.106675	1.71809
0.106645	1.71767
0.106528	1.71665
0.106402	1.71597
0.106385	1.71533
0.106366	1.71444
0.106341	1.71227
0.106323	1.71193
0.106322	1.70835
0.106283	1.70776
0.106137	1.70669
0.106128	1.70665
0.106125	1.70608
0.105945	1.70478
0.105918	1.70462
0.105838	1.70396
0.105819	1.70365
0.105802	1.70358
0.105756	1.70256
0.10573	1.70219
0.10573	1.70059
0.105712	1.69977
0.105654	1.69861
0.105588	1.69649
0.105579	1.69636
0.105552	1.69499
0.105516	1.69497
0.105474	1.69492
0.105445	1.69368
0.105399	1.69085
0.105375	1.68957
0.105355	1.68789
0.105288	1.68764
0.105284	1.68764
0.105278	1.68739
0.105183	1.6872
0.105167	1.68707
0.105109	1.68627
0.105093	1.68602
0.10509	1.68257
0.105061	1.68238
0.105015	1.68169
0.104995	1.67816
0.104952	1.67662
0.104943	1.67644
0.104908	1.67621
0.104865	1.67579
0.104834	1.6755
0.104804	1.67527
0.104779	1.67448
0.104535	1.67392
0.104525	1.67375
0.104496	1.67053
0.104458	1.66996
0.104406	1.66986
0.104389	1.66756
0.10436	1.66398
0.104311	1.66357
0.104231	1.66078
0.104194	1.66054
0.104181	1.66026
0.10417	1.66006
0.104142	1.65975
0.104001	1.65946
0.103967	1.65924
0.103966	1.65871
0.103862	1.65808
0.103828	1.6575
0.103781	1.657
0.103702	1.65667
0.103632	1.65215
