ExampleB	ExampleB
Reference Pedigree	Family tree
0.533083	20.9206
0.533045	20.9198
0.532186	20.9188
0.532082	20.8667
0.531564	20.8562
0.531229	20.8103
0.531036	20.8073
0.53094	20.8017
0.530791	20.7906
0.530521	20.7462
0.530077	20.7298
0.529684	20.7297
0.529622	20.7293
0.529578	20.6467
0.529555	20.6079
0.529513	20.596
0.52932	20.5894
0.529168	20.5501
0.529041	20.5377
0.528748	20.5246
0.52874	20.5063
0.528108	20.503
0.528102	20.4704
0.528073	20.4082
0.528033	20.3961
0.527811	20.3762
0.527499	20.3695
0.527073	20.3238
0.526547	20.3205
0.526236	20.3108
0.526173	20.3094
0.525666	20.3029
0.525552	20.297
0.525364	20.2906
0.525208	20.2881
0.524778	20.2659
0.524174	20.259
0.523867	20.2538
0.523722	20.2447
0.52359	20.205
0.522851	20.1806
0.522601	20.1759
0.522592	20.1394
0.521408	20.1377
0.521295	20.1004
0.521285	20.0977
0.521231	20.0913
0.521181	20.068
0.521179	20.0523
0.520772	20.0487
0.520684	20.0315
0.520591	20.0217
0.520552	20.0183
0.520363	20.0178
0.519881	19.9983
0.519692	19.9789
0.519607	19.9743
0.519554	19.9731
0.519269	19.9517
0.519173	19.9424
0.519172	19.9372
0.51893	19.9307
0.517887	19.9072
0.517493	19.9051
0.517097	19.8846
0.517046	19.8313
0.516839	19.8264
0.516475	19.817
0.516456	19.7801
0.516453	19.7741
0.515906	19.7571
0.515814	19.7542
0.515576	19.7139
0.514641	19.7074
0.514377	19.7072
0.514324	19.7063
0.513956	19.6945
0.513758	19.6828
0.513729	19.6712
0.513273	19.6519
0.512767	19.6306
0.512185	19.5713
0.511897	19.5445
0.511352	19.518
0.511163	19.5104
0.511018	19.4655
0.510824	19.4495
0.510795	19.4461
0.510775	19.4429
0.510584	19.4283
0.510509	19.4189
0.509783	19.4151
0.509656	19.3987
0.509087	19.3946
0.508973	19.363
0.508297	19.3593
0.508067	19.3217
0.507767	19.2973
0.507142	19.2754
0.506895	19.245
0.506697	19.2419
0.50606	19.2378
0.50604	19.2327
0.505977	19.2074
0.505231	19.1932
0.504973	19.1813
0.504956	19.1677
0.504831	19.1652
0.504568	19.1096
0.504346	19.1007
0.504204	19.0873
0.5029	19.0852
0.502796	19.0221
0.502731	19.0056
0.502638	18.9929
0.5026	18.9912
0.502333	18.9783
0.502079	18.9704
0.501726	18.962
0.501491	18.9246
0.501047	18.8472
0.500597	18.828
0.500049	18.822
0.499942	18.8047
0.499824	18.7872
0.499741	18.7821
0.499237	18.7686
0.498893	18.7635
0.498254	18.7619
0.497603	18.7509
0.497347	18.7382
0.497313	18.7349
0.497272	18.7147
0.496421	18.702
0.496417	18.6811
0.496106	18.6799
0.495956	18.6795
0.495891	18.6553
0.495673	18.6506
0.495621	18.6437
0.495424	18.6382
0.495326	18.6189
0.495289	18.588
0.495199	18.5661
0.495083	18.5589
0.495044	18.5233
0.495002	18.5087
0.494859	18.503
0.494779	18.4838
0.494719	18.4443
0.494171	18.4138
0.494125	18.4065
0.493583	18.3905
0.493581	18.3567
0.493268	18.2925
0.492966	18.2882
0.492864	18.2839
0.492709	18.2723
0.492683	18.2636
0.492168	18.2592
0.492	18.2401
0.491785	18.2388
0.490521	18.2169
0.49045	18.2159
0.490164	18.1739
0.489845	18.17
0.489711	18.1694
0.4895	18.1538
0.489333	18.1389
0.489285	18.1302
0.489068	18.1281
0.489068	18.0934
0.489052	18.0917
0.488793	18.0821
0.488698	18.0777
0.488673	18.0742
0.488514	18.0715
0.487812	18.0703
0.487807	18.0678
0.487572	18.033
0.487484	18.0077
0.48748	18.0033
0.487269	17.9975
0.487238	17.9922
0.487133	17.8998
0.487109	17.8672
0.487077	17.8616
0.486537	17.8522
0.486332	17.8153
0.486276	17.7972
0.485908	17.795
0.485727	17.7884
0.485439	17.7845
0.484965	17.7608
0.484393	17.7539
0.484012	17.7518
0.483943	17.721
0.483915	17.7157
0.482369	17.6967
0.482021	17.6939
0.481621	17.6856
0.481574	17.6837
0.481312	17.6659
0.481294	17.6657
0.480934	17.6574
0.480534	17.6311
0.480306	17.6282
0.479797	17.6061
0.479566	17.5854
0.478793	17.5697
0.478281	17.5457
0.478251	17.5422
0.478248	17.5206
0.478096	17.5173
0.477826	17.4976
0.477742	17.4515
0.477674	17.4464
0.477497	17.4439
0.477169	17.4388
0.476615	17.4182
0.476574	17.4049
0.476545	17.3995
0.476528	17.3914
0.475693	17.3912
0.475546	17.3907
0.475525	17.381
0.475273	17.3776
0.475072	17.3631
0.47487	17.3548
0.474621	17.3428
0.474582	17.3389
0.474579	17.3289
0.474341	17.3071
0.474137	17.2837
0.473589	17.2688
0.472505	17.2676
0.471937	17.2566
0.471928	17.237
0.471735	17.2209
0.471351	17.205
0.471073	17.1891
0.47095	17.1822
0.470949	17.1797
0.470519	17.1779
0.470493	17.1591
0.47025	17.152
0.470232	17.1471
0.470016	17.1405
0.469629	17.1155
0.469346	17.0999
0.46913	17.0974
0.468917	17.0925
0.468797	17.0904
0.468784	17.0769
0.468192	17.0719
0.467807	17.0669
0.467654	17.0336
0.467611	17.0203
0.467466	17.0119
0.467413	16.9949
0.467353	16.9932
0.467156	16.9913
0.467104	16.99
0.467095	16.9843
0.46693	16.9842
0.466704	16.9703
0.466608	16.9369
0.466389	16.9131
0.466313	16.9054
0.466057	16.9018
0.465867	16.897
0.465495	16.8962
0.465245	16.8934
0.465226	16.8919
0.465192	16.8898
0.465093	16.8752
0.46493	16.8653
0.464544	16.8327
0.464487	16.8117
0.464465	16.8056
0.464449	16.7823
0.464356	16.7648
0.464189	16.7548
0.464176	16.7486
0.464166	16.7375
0.464069	16.7241
0.463635	16.7172
0.463634	16.7142
0.463452	16.6594
0.463438	16.6467
0.463112	16.6297
0.463101	16.618
0.462811	16.6071
0.462512	16.6009
0.46224	16.5817
0.462214	16.5657
0.461101	16.5623
0.461071	16.5559
0.461016	16.5376
0.460997	16.5113
0.460709	16.4637
0.46026	16.4629
0.460152	16.4619
0.460124	16.4549
0.459964	16.4437
0.459884	16.4397
0.45984	16.4267
0.459713	16.4245
0.459685	16.412
0.459682	16.4072
0.459407	16.4051
0.458954	16.4001
0.45819	16.3922
0.458049	16.3902
0.457922	16.3533
0.45792	16.3394
0.457885	16.3386
0.457623	16.3347
0.457292	16.3316
0.456953	16.3279
0.456838	16.3169
0.456369	16.3065
0.455814	16.2537
0.455445	16.2254
0.454581	16.2187
0.454446	16.2049
0.454421	16.1887
0.453852	16.1738
0.453798	16.1599
0.453786	16.1565
0.45332	16.1535
0.45321	16.1436
0.453207	16.1384
0.453181	16.1163
0.45314	16.1042
0.453018	16.1038
0.452792	16.0997
0.452073	16.0856
0.451971	16.0773
0.451943	16.0771
0.451884	16.0023
0.451672	15.999
0.451519	15.9784
0.451221	15.9375
0.450829	15.932
0.45081	15.9225
0.450629	15.9192
0.450625	15.9025
0.450607	15.9011
0.450467	15.8977
0.450373	15.8878
0.450304	15.8842
0.450004	15.8823
0.449941	15.8711
0.449931	15.8602
0.449899	15.8567
0.449412	15.8408
0.448985	15.8316
0.448771	15.8288
0.448587	15.8268
0.448454	15.8067
0.44845	15.8049
0.448408	15.7926
0.448299	15.7877
0.447577	15.782
0.447268	15.776
0.447141	15.7676
0.446943	15.7655
0.446328	15.7618
0.446262	15.7553
0.445988	15.7124
0.445971	15.7069
0.445903	15.6811
0.445739	15.6778
0.445514	15.6763
0.445107	15.6732
0.445067	15.6672
0.445047	15.6446
0.444867	15.6393
0.444681	15.6316
0.44442	15.6306
0.444211	15.6272
0.44355	15.6194
0.443214	15.6179
0.44299	15.5916
0.442983	15.5897
0.442978	15.5805
0.442849	15.5723
0.442742	15.5711
0.442551	15.562
0.442463	15.5584
0.442195	15.5544
0.44202	15.5435
0.441953	15.5324
0.441694	15.4752
0.441502	15.4576
0.441417	15.4563
0.44135	15.4561
0.441145	15.4474
0.440772	15.4399
0.440714	15.429
0.440673	15.4049
0.439879	15.3868
0.439873	15.3545
0.439236	15.3514
0.439078	15.3421
0.439055	15.3303
0.43877	15.3046
0.438763	15.3042
0.438325	15.2664
0.438267	15.262
0.438029	15.2556
0.437651	15.2483
0.437556	15.2439
0.437393	15.2152
0.437112	15.2108
0.43692	15.2012
0.436148	15.2004
0.436021	15.1945
0.435974	15.1844
0.435689	15.1772
0.43568	15.1633
0.435507	15.1557
0.43511	15.1477
0.434733	15.1347
0.434726	15.1325
0.434692	15.1292
0.434395	15.1165
0.434278	15.112
0.434139	15.0853
0.434117	15.0536
0.433934	15.0389
0.43381	15.0161
0.433604	15.0155
0.433457	15.0146
0.433007	14.9833
0.432428	14.9707
0.432123	14.9692
0.431859	14.9448
0.431667	14.9377
0.431593	14.9299
0.431511	14.9281
0.431443	14.9173
0.431388	14.897
0.431309	14.892
0.431291	14.89
0.430761	14.8828
0.430716	14.8826
0.430634	14.8796
0.430506	14.8732
0.430498	14.872
0.430206	14.866
0.429673	14.8605
0.429602	14.8575
0.42939	14.8563
0.429246	14.846
0.429157	14.8349
0.428925	14.809
0.428843	14.7856
0.428666	14.7812
0.428619	14.7763
0.428608	14.7752
0.428544	14.7692
0.428283	14.7458
0.427978	14.7351
0.427869	14.7253
0.427781	14.7163
0.427595	14.713
0.4269	14.7066
0.426839	14.7025
0.426825	14.6953
0.426819	14.695
0.426656	14.6948
0.426323	14.6856
0.426183	14.6825
0.426164	14.6335
0.426038	14.6235
0.425961	14.6165
0.42552	14.6162
0.425436	14.5994
0.425268	14.5922
0.424951	14.5862
0.424909	14.5749
0.42483	14.5645
0.424483	14.5603
0.424179	14.5447
0.423788	14.5328
0.423419	14.5231
0.423188	14.518
0.423093	14.5114
0.423076	14.503
0.422991	14.4908
0.422871	14.4761
0.422828	14.4667
0.422417	14.4624
0.421488	14.4509
0.421296	14.4496
0.421289	14.444
0.420623	14.4317
0.420618	14.3996
0.420328	14.3964
0.419868	14.3806
0.419573	14.37
0.419528	14.3562
0.419493	14.3466
0.419473	14.3268
0.419223	14.3111
0.419145	14.3022
0.419029	14.2898
0.418827	14.2893
0.418461	14.2843
0.4183	14.277
0.418225	14.2625
0.417713	14.2543
0.417598	14.2462
0.417376	14.2454
0.417307	14.2187
0.417269	14.2105
0.417117	14.2079
0.417018	14.1844
0.416596	14.1739
0.415874	14.1698
0.415833	14.1612
0.415694	14.1166
0.415579	14.1158
0.415433	14.1142
0.415358	14.0861
0.415349	14.079
0.415286	14.0764
0.414425	14.0727
0.414247	14.0641
0.413875	14.0605
0.41386	14.047
0.413725	14.0395
0.413577	14.0348
0.413383	14.0082
0.413291	13.9972
0.41309	13.9955
0.413004	13.9883
0.412952	13.9637
0.412857	13.9539
0.412839	13.9518
0.412834	13.9348
0.412614	13.9324
0.412516	13.9039
0.412425	13.9006
0.412331	13.897
0.410738	13.8845
0.410679	13.8844
0.41011	13.8764
0.409566	13.8594
0.409535	13.845
0.4095	13.8433
0.409176	13.8424
0.408976	13.8362
0.408762	13.833
0.408686	13.8127
0.408532	13.8096
0.408357	13.8048
0.408135	13.8019
0.408028	13.7966
0.407893	13.7407
0.407702	13.7251
0.407552	13.6947
0.407208	13.6909
0.4072	13.6861
0.407094	13.6826
0.406993	13.6742
0.406936	13.6616
0.406803	13.6567
0.406726	13.6509
0.406718	13.6465
0.406602	13.6461
0.406495	13.6348
0.406393	13.6218
0.406383	13.613
0.406377	13.5947
0.406116	13.5915
0.406106	13.5915
0.406104	13.5806
0.405944	13.5776
0.40574	13.5621
0.405506	13.5481
0.405147	13.5278
0.405065	13.519
0.40477	13.5115
0.404703	13.509
0.40433	13.4913
0.404094	13.4908
0.404018	13.4804
0.403994	13.4577
0.403968	13.4542
0.403961	13.4511
0.403808	13.4497
0.403796	13.4451
0.403763	13.4209
0.403515	13.4192
0.403512	13.4104
0.403209	13.4037
0.403123	13.3814
0.403015	13.378
0.402754	13.3751
0.402499	13.3741
0.402461	13.3699
0.402369	13.3505
0.402339	13.3297
0.402296	13.327
0.40206	13.3249
0.401863	13.3203
0.401821	13.3191
0.401816	13.3136
0.401695	13.3103
0.401625	13.3017
0.401227	13.2847
0.401116	13.2681
0.400948	13.2502
0.400884	13.2366
0.400279	13.2361
0.400159	13.2199
0.400146	13.2005
0.399967	13.1874
0.399893	13.1871
0.399718	13.1795
0.399686	13.1634
0.399656	13.1583
0.399485	13.1437
0.399437	13.1405
0.39942	13.1345
0.39915	13.1285
0.399121	13.1239
0.399087	13.1155
0.399029	13.1053
0.398935	13.098
0.398833	13.0916
0.398833	13.0908
0.398747	13.0833
0.398663	13.0636
0.398464	13.0613
0.398415	13.0477
0.398363	13.0456
0.398266	13.0381
0.398017	13.0236
0.397846	13.0126
0.396884	13.0042
0.396614	12.9981
0.396251	12.9958
0.396191	12.9921
0.395703	12.9912
0.395586	12.9911
0.395498	12.9879
0.395251	12.9838
0.395057	12.983
0.394911	12.9652
0.3946	12.9535
0.394539	12.9506
0.394507	12.9505
0.394157	12.9458
0.394089	12.9413
0.393872	12.9241
0.39387	12.922
0.393523	12.9158
0.393428	12.9049
0.393378	12.8989
0.393322	12.8974
0.39316	12.8923
0.393137	12.8846
0.392929	12.8844
0.39278	12.8822
0.392758	12.8744
0.392703	12.8722
0.392647	12.8642
0.392582	12.8515
0.39258	12.8381
0.391794	12.8233
0.391733	12.823
0.391731	12.8134
0.391365	12.8029
0.391132	12.8024
0.391086	12.797
0.391029	12.7913
0.390934	12.7811
0.390915	12.7803
0.390818	12.7802
0.390782	12.7782
0.390587	12.7766
0.390572	12.7711
0.390397	12.749
0.389682	12.7484
0.389496	12.7446
0.389074	12.7284
0.389058	12.7283
0.388989	12.7276
0.38862	12.7221
0.388533	12.7054
0.388204	12.7028
0.388174	12.7026
0.388024	12.6929
0.387749	12.6824
0.38729	12.6664
0.387244	12.6473
0.387092	12.6451
0.386446	12.6377
0.38641	12.6259
0.386305	12.6258
0.385922	12.5879
0.385899	12.5856
0.385787	12.5515
0.385344	12.5499
0.385182	12.5493
0.385018	12.54
0.384974	12.5363
0.384966	12.5358
0.3849	12.5318
0.384851	12.5264
0.384418	12.5254
0.384367	12.5105
0.384364	12.5049
0.384297	12.5042
0.383942	12.5032
0.383857	12.4973
0.383615	12.4972
0.383507	12.4719
0.383409	12.4653
0.383306	12.447
0.383195	12.4454
0.383125	12.434
0.383121	12.4243
0.383065	12.423
0.383	12.3934
0.382779	12.3916
0.382736	12.3781
0.38252	12.377
0.382482	12.3748
0.38242	12.3608
0.38202	12.3501
0.381986	12.327
0.381972	12.3257
0.381726	12.325
0.381708	12.3192
0.381649	12.3094
0.381638	12.303
0.381631	12.3007
0.381083	12.284
0.381019	12.2816
0.380862	12.2701
0.380722	12.2617
0.380297	12.2594
0.380183	12.2563
0.380142	12.2481
0.380115	12.236
0.380083	12.2249
0.379911	12.2229
0.37979	12.2199
0.379702	12.2175
0.379684	12.2149
0.379568	12.2008
0.379431	12.1964
0.379413	12.186
0.379404	12.1733
0.379299	12.1544
0.379206	12.1378
0.379135	12.134
0.379062	12.1193
0.378942	12.1063
0.378929	12.0951
0.378891	12.0943
0.378844	12.0869
0.378614	12.0547
0.378612	12.0426
0.378611	12.0415
0.378304	12.0392
0.378157	12.0356
0.378144	12.0337
0.377917	12.0288
0.377891	12.0226
0.377687	12.0162
0.377687	12.0049
0.377632	12.0021
0.377604	11.9973
0.37745	11.9933
0.377427	11.9836
0.377337	11.9754
0.377016	11.9734
0.376542	11.9657
0.376481	11.963
0.376223	11.9586
0.376178	11.9539
0.375872	11.9534
0.375816	11.949
0.375588	11.9186
0.375538	11.9065
0.375475	11.9021
0.375309	11.8915
0.375262	11.89
0.375262	11.8874
0.375122	11.8792
0.375048	11.8537
0.375007	11.8401
0.374626	11.8376
0.374595	11.8365
0.374357	11.8194
0.374299	11.8088
0.374205	11.7996
0.37412	11.7775
0.374097	11.7753
0.374013	11.7565
0.373905	11.7522
0.373845	11.7302
0.373831	11.7284
0.373451	11.7116
0.37343	11.708
0.373314	11.7003
0.373158	11.6759
0.373079	11.6589
0.372824	11.6551
0.372753	11.6497
0.372499	11.632
0.372385	11.6064
0.372087	11.6001
0.372036	11.5965
0.371999	11.591
0.371692	11.5895
0.371667	11.584
0.371628	11.5579
0.371616	11.5534
0.371378	11.5497
0.371038	11.5348
0.371029	11.5215
0.370807	11.5214
0.370403	11.517
0.370358	11.516
0.370347	11.511
0.370327	11.5013
0.370121	11.4979
0.369816	11.4887
0.369779	11.4727
0.369771	11.4668
0.369652	11.4573
0.369478	11.456
0.369459	11.454
0.369323	11.4536
0.369268	11.4492
0.369112	11.4491
0.368974	11.4411
0.368748	11.4372
0.368678	11.4172
0.368655	11.4125
0.368525	11.4099
0.368483	11.4096
0.368455	11.3653
0.368442	11.3587
0.36821	11.3535
0.368076	11.3469
0.368017	11.3419
0.367975	11.3411
0.367798	11.3285
0.367793	11.3281
0.36767	11.328
0.367626	11.3185
0.36753	11.3095
0.367385	11.3066
0.367216	11.3003
0.366959	11.2818
0.366774	11.2745
0.366711	11.2641
0.366587	11.2626
0.366508	11.2517
0.366485	11.2449
0.366471	11.2373
0.366097	11.2309
0.365617	11.2239
0.365489	11.2186
0.365384	11.2168
0.365255	11.2161
0.364876	11.2112
0.36432	11.1932
0.364266	11.1804
0.364247	11.1689
0.364238	11.1688
0.364006	11.1618
0.36377	11.157
0.363698	11.1508
0.363559	11.142
0.363274	11.138
0.363178	11.1027
0.363172	11.071
0.363111	11.0592
0.36293	11.0525
0.362927	11.0471
0.362706	11.0431
0.36269	11.0264
0.362683	11.0232
0.362653	11.0141
0.362635	11.014
0.3626	11.0135
0.362438	11.0125
0.362346	11.0073
0.3622	10.9962
0.362152	10.9848
0.362118	10.9808
0.362047	10.9789
0.36183	10.9678
0.361777	10.9528
0.361573	10.9432
0.361568	10.9348
0.361242	10.9305
0.361027	10.9263
0.360997	10.9081
0.360896	10.9022
0.360879	10.8985
0.360687	10.8952
0.360518	10.8936
0.360375	10.8836
0.360096	10.8737
0.360049	10.8658
0.359567	10.8514
0.359524	10.8465
0.359463	10.8451
0.359288	10.8409
0.359216	10.8394
0.359069	10.834
0.358747	10.8288
0.358345	10.8288
0.358315	10.8147
0.357953	10.8063
0.357809	10.8062
0.357661	10.8043
0.357618	10.8018
0.357506	10.7964
0.357465	10.7944
0.3573	10.7915
0.35718	10.7835
0.356588	10.7621
0.356421	10.7579
0.356228	10.7553
0.356067	10.7509
0.355796	10.7402
0.355689	10.7364
0.355488	10.7313
0.355383	10.7291
0.355345	10.7204
0.355143	10.7156
0.354892	10.7094
0.354781	10.6878
0.354758	10.6845
0.354739	10.6837
0.354567	10.6779
0.35448	10.6685
0.354472	10.6631
0.354397	10.6524
0.35423	10.6381
0.354139	10.6346
0.354086	10.6328
0.353983	10.6188
0.353955	10.6166
0.353859	10.6122
0.353745	10.6056
0.353396	10.5918
0.353274	10.587
0.353234	10.5827
0.352974	10.5826
0.352963	10.5784
0.352792	10.5783
0.352707	10.5775
0.352594	10.5674
0.352025	10.5658
0.351972	10.5634
0.35179	10.5624
0.351397	10.5496
0.351393	10.5401
0.351224	10.5366
0.351065	10.5077
0.350966	10.4916
0.350272	10.4649
0.35024	10.4614
0.350238	10.4532
0.350194	10.4519
0.350084	10.4511
0.349817	10.4493
0.349733	10.4446
0.349503	10.4408
0.349484	10.4346
0.349163	10.4282
0.349138	10.4261
0.349102	10.4136
0.349096	10.3992
0.349092	10.3967
0.348784	10.3929
0.348767	10.3891
0.348764	10.3827
0.348472	10.3787
0.348407	10.3743
0.348249	10.3713
0.348168	10.36
0.348145	10.3562
0.348013	10.3525
0.347599	10.3518
0.347478	10.3308
0.347237	10.3256
0.346784	10.3201
0.346499	10.3195
0.346456	10.3089
0.346346	10.3053
0.346171	10.3015
0.346075	10.2954
0.345707	10.2931
0.34551	10.2901
0.34537	10.2819
0.34533	10.2777
0.345027	10.2672
0.344689	10.256
0.344166	10.2501
0.34384	10.2483
0.343692	10.2446
0.343647	10.2399
0.343478	10.2349
0.343367	10.2293
0.343363	10.223
0.343272	10.2168
0.342963	10.2116
0.342888	10.2021
0.342879	10.1805
0.342878	10.1762
0.342844	10.1704
0.34283	10.1575
0.342654	10.1524
0.342415	10.1424
0.34229	10.1386
0.34224	10.1289
0.341864	10.1249
0.341746	10.1248
0.341715	10.1201
0.341704	10.1132
0.341461	10.1118
0.341458	10.1106
0.341446	10.1095
0.341435	10.0987
0.341408	10.0797
0.34122	10.0689
0.341214	10.0636
0.341194	10.0579
0.341189	10.0554
0.341023	10.0518
0.340903	10.0509
0.340795	10.0477
0.34029	10.0471
0.340236	10.0465
0.340157	10.0429
0.340123	10.0306
0.339601	10.0203
0.339566	10.0183
0.339316	10.0174
0.339253	10.0102
0.339232	9.98833
0.33882	9.98122
0.338749	9.97834
0.338262	9.97773
0.338174	9.9728
0.338144	9.96391
0.337921	9.96353
0.337846	9.95204
0.337747	9.94072
0.337736	9.93812
0.337595	9.93576
0.337281	9.93379
0.337126	9.90398
0.337043	9.897
0.336605	9.89621
0.336552	9.89398
0.336417	9.89362
0.336399	9.88536
0.33631	9.87574
0.336243	9.87402
0.336181	9.87076
0.335978	9.85927
0.335931	9.85519
0.33593	9.84456
0.335722	9.84362
0.335634	9.84167
0.335512	9.83667
0.335454	9.82399
0.33522	9.8152
0.335144	9.80332
0.334902	9.80302
0.334742	9.79545
0.334452	9.79511
0.33434	9.79119
0.33425	9.791
0.334006	9.77845
0.333853	9.77122
0.333717	9.76697
0.333648	9.7635
0.333604	9.74195
0.333497	9.73479
0.333453	9.7344
0.333425	9.72893
0.332745	9.72323
0.332707	9.7191
0.332655	9.711
0.332496	9.70635
0.33234	9.70309
0.331921	9.68957
0.331793	9.68257
0.33168	9.68121
0.331534	9.67839
0.331385	9.67817
0.331325	9.67606
0.331233	9.67532
0.331184	9.67316
0.331106	9.66987
0.330986	9.66624
0.330977	9.66064
0.330863	9.65855
0.330613	9.65183
0.330475	9.64273
0.330331	9.63468
0.330306	9.63242
0.330191	9.63216
0.330191	9.6269
0.330012	9.62291
0.329953	9.62169
0.329831	9.60537
0.329786	9.5993
0.329774	9.57607
0.329696	9.5759
0.329674	9.56477
0.329608	9.55835
0.329604	9.54215
0.329603	9.54006
0.329596	9.53892
0.329479	9.5314
0.329134	9.52859
0.329092	9.5204
0.32901	9.51757
0.328899	9.49483
0.328805	9.49239
0.328597	9.49026
0.328326	9.48951
0.328279	9.48484
0.328053	9.47689
0.328036	9.4724
0.328018	9.46714
0.327932	9.45768
0.327884	9.4543
0.327743	9.45153
0.327683	9.4421
0.327267	9.44164
0.327233	9.44144
0.327048	9.43437
0.326919	9.42803
0.326879	9.40872
0.326802	9.40868
0.326675	9.38962
0.326371	9.37164
0.326341	9.36784
0.32607	9.36724
0.326024	9.35767
0.325802	9.35664
0.325792	9.35304
0.325457	9.33411
0.325152	9.32896
0.325131	9.31687
0.324954	9.29472
0.324937	9.29469
0.324704	9.28079
0.324698	9.26778
0.324576	9.26441
0.324468	9.25639
0.32433	9.25384
0.323903	9.25012
0.32366	9.24887
0.323564	9.24753
0.323171	9.24547
0.323095	9.24168
0.323089	9.24082
0.322989	9.23303
0.322902	9.23033
0.322293	9.21994
0.322141	9.20547
0.321893	9.20413
0.321796	9.20041
0.321569	9.19649
0.3215	9.19269
0.32145	9.18413
0.321445	9.17967
0.321289	9.17413
0.321201	9.17332
0.32105	9.16795
0.32093	9.16732
0.320644	9.16458
0.320491	9.15179
0.320451	9.14689
0.320157	9.14042
0.319919	9.13858
0.319869	9.13512
0.319842	9.11598
0.319802	9.11492
0.319749	9.1118
0.319479	9.10856
0.319304	9.1055
0.319288	9.10214
0.319152	9.0986
0.319023	9.09765
0.318981	9.09076
0.31898	9.0891
0.318975	9.06928
0.31896	9.0579
0.318645	9.04211
0.318334	9.03062
0.318273	9.02535
0.318212	9.00016
0.318107	8.99547
0.317773	8.99493
0.317707	8.99303
0.317656	8.99165
0.317205	8.99106
0.317083	8.9802
0.31687	8.96663
0.316846	8.96603
0.31673	8.95961
0.316612	8.95177
0.316562	8.94618
0.316483	8.94171
0.316381	8.93589
0.316281	8.92816
0.316135	8.9169
0.315682	8.91603
0.315514	8.91581
0.315315	8.9111
0.315254	8.9106
0.31513	8.90896
0.315097	8.90751
0.314769	8.90726
0.314664	8.89793
0.314619	8.89566
0.314575	8.89051
0.314114	8.88656
0.314088	8.88248
0.314062	8.87846
0.313901	8.87785
0.313707	8.87506
0.313663	8.87324
0.313512	8.86887
0.313511	8.86876
0.313275	8.85407
0.31295	8.844
0.312881	8.83589
0.312809	8.82573
0.312642	8.82571
0.312596	8.81881
0.312413	8.81787
0.312391	8.81147
0.312375	8.81111
0.312064	8.80625
0.312058	8.80107
0.311983	8.79678
0.311812	8.79675
0.311788	8.78033
0.311586	8.74978
0.311505	8.74829
0.311494	8.7478
0.311395	8.7466
0.311343	8.73881
0.311282	8.73606
0.311205	8.73171
0.311116	8.73076
0.311051	8.72836
0.310988	8.72798
0.310534	8.72318
0.310383	8.71505
0.310301	8.71313
0.310168	8.713
0.309955	8.70652
0.309954	8.70332
0.309837	8.70109
0.309833	8.69925
0.309795	8.69281
0.309693	8.68853
0.309607	8.68137
0.309534	8.67756
0.308964	8.67597
0.308922	8.675
0.308766	8.67468
0.308532	8.67232
0.308445	8.66949
0.308295	8.66921
0.30825	8.66644
0.308123	8.66627
0.30803	8.66253
0.307953	8.65852
0.307903	8.65569
0.307839	8.65528
0.30781	8.64922
0.307305	8.6463
0.307287	8.63894
0.307253	8.63798
0.307202	8.63302
0.307004	8.6238
0.306891	8.61841
0.30645	8.61293
0.306372	8.60742
0.306282	8.60636
0.306107	8.5967
0.306065	8.58058
0.306002	8.5794
0.305991	8.57866
0.305855	8.56899
0.305831	8.54781
0.305753	8.54635
0.305749	8.54582
0.305682	8.54443
0.305585	8.54431
0.305507	8.54369
0.305445	8.54082
0.305413	8.51387
0.305356	8.51229
0.305312	8.51043
0.305004	8.50542
0.304805	8.50048
0.304702	8.50017
0.304652	8.49597
0.30462	8.4938
0.304517	8.49347
0.304477	8.49276
0.304374	8.46222
0.304354	8.46101
0.304216	8.45677
0.304155	8.44404
0.304062	8.44255
0.303913	8.44009
0.303748	8.4396
0.303641	8.4316
0.303283	8.42717
0.303263	8.42428
0.303132	8.42241
0.30254	8.413
0.302489	8.41007
0.302449	8.40831
0.302372	8.40461
0.302232	8.39895
0.302185	8.38745
0.301575	8.38193
0.301484	8.3817
0.301466	8.38105
0.301385	8.37975
0.301327	8.37875
0.300926	8.37651
0.300856	8.37288
0.300842	8.36399
0.300697	8.36273
0.300633	8.36182
0.300587	8.35563
0.300461	8.35291
0.300443	8.34746
0.300397	8.34453
0.300391	8.3427
0.300312	8.34171
0.300034	8.33315
0.299937	8.32908
0.299918	8.32705
0.299704	8.32041
0.299696	8.31788
0.299581	8.31564
0.299562	8.31063
0.299438	8.30848
0.299162	8.30417
0.299071	8.29272
0.298712	8.28908
0.298679	8.28756
0.298239	8.27461
0.297729	8.27337
0.297535	8.25977
0.297498	8.25172
0.297455	8.23861
0.297398	8.23813
0.297312	8.21856
0.297258	8.20113
0.297215	8.2006
0.296909	8.19921
0.296858	8.19867
0.296508	8.19398
0.296382	8.19073
0.296295	8.18778
0.296194	8.18692
0.296155	8.18512
0.296143	8.18498
0.296056	8.18427
0.295993	8.16814
0.295614	8.16606
0.295298	8.16208
0.295296	8.16109
0.295246	8.16077
0.295175	8.13709
0.295145	8.12693
0.295033	8.12331
0.294955	8.12021
0.294924	8.11824
0.294765	8.10216
0.294561	8.09916
0.294504	8.09671
0.294409	8.05674
0.294233	8.05413
0.294125	8.05121
0.29412	8.0507
0.293652	8.04943
0.293567	8.04431
0.293464	8.0359
0.293396	8.03502
