ExampleD	ExampleD
Reference Pedigree	Family tree
0.00276741	2762370
0.00274463	2760050
0.00272229	2750630
0.00272094	2743500
0.00272034	2733720
0.00271908	2724500
0.00271605	2715930
0.00269551	2712950
0.0026932	2707630
0.00268739	2705570
0.00268378	2705170
0.00267843	2699510
0.00266954	2698190
0.00265558	2696390
0.00264668	2691160
0.00262946	2690990
0.00262841	2684920
0.00262809	2684080
0.00262592	2673340
0.00262117	2669230
0.00261469	2661760
0.0026134	2652770
0.00260766	2647350
0.00260332	2646000
0.00260006	2645360
0.00258794	2625330
0.00258325	2624410
0.00258245	2623530
0.00257919	2623420
0.00255668	2619250
0.00253651	2616210
0.00252138	2605350
0.00251901	2591640
0.00251339	2587930
0.00250607	2586500
0.00250589	2586390
0.00250482	2583850
0.00248635	2583720
0.00248529	2571190
0.00248318	2570550
0.00248294	2562700
0.00247775	2561890
0.00247389	2561330
0.00247169	2560190
0.00246534	2559830
0.0024547	2555740
0.00245394	2551460
0.00243995	2551380
0.00243817	2550580
0.0024364	2540620
0.00243356	2538320
0.0024288	2534530
0.0024165	2534150
0.0024112	2533860
0.00241056	2529330
0.00240863	2529160
0.00240605	2516180
0.00240487	2505360
0.00239386	2501910
0.00239044	2501430
0.00238559	2497610
0.00238294	2489790
0.00237711	2484990
0.00237524	2483370
0.00236192	2479820
0.00235925	2479430
0.0023589	2473360
0.00235825	2472950
0.00235584	2468290
0.00234781	2467060
0.00234583	2465220
0.00234574	2463400
0.00234386	2462050
0.00233397	2459180
0.00233055	2458980
0.00232935	2458860
0.00232446	2448170
0.0023219	2446510
0.00231671	2444020
0.00231651	2443340
0.00231608	2417410
0.002316	2404270
0.00231585	2394280
0.00231092	2383740
0.00230691	2376450
0.00229759	2371860
0.00228589	2367090
0.00227776	2360470
0.00227564	2356920
0.00226014	2348280
0.00225817	2345370
0.00225742	2344110
0.00224032	2338480
0.00223722	2338400
0.00223634	2335790
0.00223268	2335350
0.00222485	2334940
0.00221942	2331430
0.00221107	2326080
0.00220731	2323590
0.00218852	2321660
0.00218791	2319710
0.0021861	2316590
0.00218442	2315480
0.00218255	2312990
0.00217414	2311630
0.00216338	2309100
0.00215849	2304620
0.00215725	2303390
0.00215539	2302560
0.0021531	2298810
0.00214882	2290740
0.00214853	2290460
0.00213867	2286900
0.00213757	2281200
0.00213565	2276320
0.00213459	2275260
0.00212743	2255240
0.00212432	2253410
0.00211968	2253230
0.00211941	2252360
0.00211783	2252180
0.00211688	2249600
0.00211653	2247590
0.00211633	2241370
0.00211124	2236220
0.00210352	2233760
0.00209904	2232230
0.00209414	2227440
0.00208733	2227400
0.00208419	2224450
0.00208293	2222490
0.00206381	2221570
0.0020632	2218210
0.00205798	2211880
0.00205771	2210820
0.00205713	2207360
0.00205469	2205890
0.00204875	2203730
0.0020384	2200840
0.00203313	2192150
0.00202817	2190290
0.00202591	2173540
0.0020252	2171390
0.00202077	2168390
0.00201003	2167500
0.00200657	2158800
0.00200261	2146600
0.00199689	2140210
0.00199378	2133630
0.0019918	2121030
0.00199113	2116310
0.00199097	2114720
0.00198331	2113600
0.00198159	2109930
0.00196912	2100890
0.0019593	2096760
0.00195807	2096000
0.00195415	2093430
0.00195389	2092690
0.00195185	2091000
0.00195184	2088640
0.0019507	2087330
0.00194934	2081880
0.00194787	2072610
0.00194748	2071770
0.00194365	2070110
0.00194142	2068910
0.00193306	2065700
0.00193263	2055600
0.00193013	2054320
0.00192915	2054140
0.00192754	2053040
0.00192042	2052910
0.00191959	2052620
0.00191645	2052340
0.00191381	2051980
0.00190685	2048960
0.00190129	2047740
0.00190069	2041310
0.00189247	2040840
0.0018923	2036720
0.00188627	2033960
0.00188326	2033410
0.00188226	2031760
0.00188019	2031040
0.00187913	2028280
0.00187851	2027160
0.00187805	2024390
0.0018702	2016600
0.00186609	2015500
0.00186331	2012160
0.00185702	2008580
0.00185205	2008290
0.00185028	2006590
0.00184169	1997140
0.00184168	1995520
0.00183561	1993590
0.00183378	1992850
0.00183328	1991940
0.00183075	1983620
0.00182922	1980240
0.00182686	1978080
0.00181713	1974590
0.00181205	1962600
0.00181139	1951610
0.00181071	1949210
0.00180984	1948320
0.001807	1943080
0.00180434	1925680
0.00180075	1916910
0.00179546	1904210
0.00179436	1903000
0.00179312	1902970
0.00178691	1901320
0.00177879	1901120
0.00177052	1900220
0.00176998	1899960
0.00176847	1891510
0.0017632	1888580
0.00176131	1886970
0.00176109	1882610
0.00175324	1881980
0.00174887	1878140
0.00174284	1876640
0.00174243	1871860
0.00174057	1870410
0.00173966	1868510
0.00173961	1862230
0.00173566	1856080
0.00172907	1854370
0.00172893	1852130
0.00172015	1851820
0.00171784	1849160
0.00171664	1846070
0.00171548	1843680
0.00171367	1843100
0.0017069	1840860
0.00170623	1838900
0.00170285	1831730
0.00169972	1825820
0.00169884	1825350
0.00169619	1824930
0.00169065	1823270
0.00168517	1822290
0.00167998	1821180
0.00167538	1820030
0.00167421	1810920
0.00166251	1808200
0.00166247	1808170
0.00165831	1803790
0.00165551	1802040
0.00165025	1799930
0.00164635	1796320
0.00164248	1792750
0.00164194	1792260
0.00163591	1792180
0.00163444	1788610
0.0016334	1787800
0.00163241	1786920
0.00162387	1786460
0.00161948	1780850
0.0016101	1780710
0.00160881	1780000
0.00160027	1770080
0.00159851	1769900
0.00159731	1767820
0.00159349	1767810
0.00159119	1767390
0.00158953	1763130
0.0015889	1759390
0.001587	1758370
0.00158342	1748490
0.00158305	1740830
0.00158215	1737950
0.00157678	1732020
0.00157428	1728710
0.00157222	1728100
0.00156939	1720310
0.00156671	1717850
0.00156571	1717240
0.00156251	1705710
0.00156029	1704240
0.00155691	1702430
0.00155537	1699030
0.00154862	1690060
0.0015454	1688730
0.00154371	1683970
0.00153971	1683730
0.00153679	1683550
0.00153047	1683000
0.00153039	1682590
0.0015299	1682380
0.00152989	1676810
0.00152766	1675250
0.00152691	1674750
0.00151945	1674500
0.00151858	1666240
0.0015158	1660950
0.00150979	1659870
0.00150674	1657370
0.00150459	1655780
0.00150433	1653090
0.00149318	1643120
0.00148708	1639480
0.00148698	1634800
0.00148227	1631180
0.00148183	1630320
0.00147593	1629700
0.00147069	1629670
0.00146684	1627080
0.00146681	1624330
0.00146575	1624260
0.00146266	1619240
0.00146231	1619130
0.00146044	1617840
0.00145966	1617290
0.00145892	1617050
0.00145504	1613340
0.00145431	1604970
0.00145379	1596010
0.00145128	1595580
0.00144467	1595050
0.00143887	1592120
0.00143685	1589720
0.00143271	1589640
0.00143095	1580240
0.00142746	1574670
0.00142605	1560690
0.00142507	1557890
0.0014213	1557630
0.00142031	1552280
0.00141819	1551470
0.00141313	1551190
0.00141124	1545520
0.00140994	1542030
0.00140499	1540510
0.00140301	1537230
0.00140162	1537150
0.00140128	1533690
0.00139915	1532610
0.00139559	1528990
0.00139534	1527330
0.00139036	1526840
0.00138271	1522820
0.001377	1520950
0.00137644	1520200
0.00137376	1517580
0.00137102	1516220
0.0013679	1516070
0.00136361	1512860
0.00136254	1509600
0.00136192	1506630
0.00136104	1505150
0.00135993	1502450
0.00135863	1496830
0.00135411	1493990
0.00135319	1486610
0.0013508	1477900
0.00135007	1477480
0.00134779	1474540
0.00134648	1471660
0.00134508	1466950
0.00133927	1466350
0.0013389	1460280
0.00133831	1459820
0.00133789	1459680
0.00133241	1458750
0.00133135	1456540
0.00132866	1454170
0.00132802	1450200
0.0013275	1448080
0.00132711	1444620
0.00132315	1442160
0.00132117	1442150
0.00131936	1441280
0.00131803	1440650
0.00131567	1439280
0.00131503	1438330
0.00131382	1435470
0.00131072	1433490
0.00131011	1431050
0.0013085	1430960
0.00130756	1426690
0.00130437	1426610
0.00130421	1422370
0.00130284	1419630
0.00130075	1418660
0.00130015	1417730
0.00129887	1415900
0.00129847	1415260
0.00128911	1415080
0.0012862	1411450
0.00128346	1410440
0.00128272	1410020
0.00128102	1407350
0.00128097	1405720
0.00128024	1405320
0.00127903	1405140
0.00127731	1404500
0.00127605	1401520
0.00127416	1396520
0.00127135	1396030
0.0012707	1395530
0.00126896	1394720
0.00126497	1394450
0.00126433	1393800
0.00126356	1393520
0.00124688	1393110
0.00124687	1384400
0.00124674	1379580
0.00124577	1378920
0.00124574	1378830
0.00124494	1377520
0.00123894	1377160
0.00123859	1376640
0.00123723	1374960
0.00123061	1373600
0.00122419	1373360
0.00121698	1373170
0.001209	1369100
0.00120875	1366540
0.00120844	1365340
0.00120765	1365080
0.00120017	1364110
0.00119524	1363460
0.00119345	1359600
0.00118799	1359220
0.00118578	1359180
0.00118178	1358880
0.00118022	1357300
0.00117947	1353330
0.00117753	1353260
0.00117212	1349720
0.00117039	1349090
0.00116991	1346520
0.00116869	1344890
0.00116822	1343440
0.00116772	1342260
0.00116548	1341350
0.00116518	1339350
0.00116106	1338710
0.00115378	1336940
0.00115286	1333680
0.00115035	1331140
0.0011497	1330670
0.00114816	1326160
0.00114433	1323910
0.00114365	1323690
0.00113907	1319760
0.0011367	1318280
0.00113638	1318090
0.00113247	1312380
0.00113054	1311730
0.00113004	1310170
0.00112957	1306380
0.00112783	1305380
0.00112636	1305360
0.00112466	1304920
0.00112432	1302200
0.00112382	1301540
0.00112366	1297110
0.00111854	1295470
0.00111566	1294230
0.0011122	1291730
0.00111065	1290010
0.00110689	1289920
0.00110675	1289040
0.00110603	1286720
0.00109931	1282670
0.0010983	1281630
0.00109213	1281500
0.00109147	1279970
0.00108749	1275070
0.00108681	1273210
0.0010866	1272750
0.00108451	1272100
0.00108028	1270620
0.00107834	1270340
0.00107734	1269630
0.00107388	1259090
0.00107166	1258560
0.00106778	1258460
0.00106631	1256810
0.00106599	1255470
0.00106449	1250130
0.00106427	1250070
0.00106352	1249360
0.00106267	1248310
0.00106224	1247500
0.00106187	1242380
0.00106179	1238740
0.00106152	1238300
0.00105951	1237790
0.00105883	1234460
0.00105508	1226980
0.00105308	1221820
0.00104923	1218440
0.00104841	1210850
0.0010466	1210390
0.0010459	1208020
0.00104506	1207160
0.00104261	1203700
0.00104157	1198730
0.00104087	1196890
0.00104068	1192290
0.00103978	1190160
0.00103751	1190050
0.00103719	1188400
0.00103581	1185830
0.00103506	1185190
0.00103342	1183940
0.0010302	1182730
0.00102921	1182160
0.00102816	1181500
0.00102518	1179930
0.00102513	1179570
0.00102353	1177740
0.0010233	1177730
0.00101559	1177430
0.00101486	1176020
0.00101472	1174490
0.00101354	1174200
0.00101127	1173160
0.00100976	1171610
0.00100961	1170430
0.00100873	1164480
0.00100733	1163660
0.00100274	1161500
0.00100269	1161110
0.0010022	1160130
0.000999307	1159580
0.000997112	1159370
0.000995221	1158830
0.000994869	1158510
0.000993553	1155180
0.000993042	1153450
0.000991803	1151500
0.000991606	1150920
0.000983371	1150080
0.000981832	1146560
0.000979144	1138900
0.00097879	1135110
0.00097345	1131590
0.00097283	1130670
0.000970282	1129910
0.000966702	1125810
0.000966358	1120850
0.000965115	1119910
0.000964382	1119190
0.000963483	1119040
0.000961514	1118360
0.000959907	1114500
0.000952195	1114000
0.000950589	1110930
0.00094994	1108390
0.000946266	1106350
0.000940107	1105960
0.000938184	1097460
0.000936511	1096600
0.000935933	1095170
0.000934255	1095150
0.000932611	1093410
0.000930963	1090950
0.000928349	1089670
0.000927996	1082110
0.00092448	1079910
0.000921174	1079430
0.000921097	1077470
0.000920486	1076170
0.00091982	1075560
0.00091833	1071250
0.000918097	1067750
0.000916801	1065900
0.000916471	1065450
0.000916457	1063440
0.000916151	1063110
0.000913902	1061900
0.000913771	1061800
0.000913673	1058450
0.000913155	1056360
0.000912724	1053870
0.000912011	1051070
0.000911776	1050420
0.000910893	1049350
0.000909682	1045660
0.000908369	1045190
0.000905129	1044680
0.000903439	1043660
0.00090254	1039510
0.000901392	1033750
0.00090118	1032670
0.000899144	1029790
0.000898334	1028880
0.000896981	1024000
0.000896701	1023740
0.000895888	1023100
0.000894707	1019270
0.000894553	1018950
0.000892784	1018570
0.000890768	1018150
0.000890425	1017790
0.00088389	1017760
0.000883739	1012000
0.000883061	1007360
0.000881638	1005820
0.000881635	1004860
0.000881368	1000430
0.000880073	999127
0.000879282	997523
0.000878748	996883
0.000878242	996232
0.000877321	995294
0.000875611	992646
0.000875526	992507
0.000874896	992055
0.000874094	992021
0.000873393	990795
0.000873115	990010
0.000871978	987771
0.000867562	987580
0.000864891	983083
0.000863681	982541
0.000863333	981378
0.000863259	981327
0.000863022	980660
0.000862793	978939
0.000862366	977643
0.000859847	976800
0.000857587	976491
0.000857518	974481
0.000856696	974374
0.000855904	974326
0.000852832	974127
0.000849515	973669
0.000848009	971756
0.000840974	971448
0.000836643	969208
0.000835654	968063
0.000828909	967793
0.00082855	967332
0.000826985	966635
0.000826313	965912
0.000826123	963523
0.00082585	961906
0.000822279	960527
0.000819922	954817
0.000819538	954275
0.0008193	954156
0.000818885	952686
0.000818637	952406
0.000818276	951392
0.000818092	951219
0.000817519	950910
0.000817516	950080
0.000815366	949322
0.000814735	948106
0.0008123	947193
0.000811338	945644
0.000808419	945291
0.000805893	943677
0.000804171	942996
0.000804011	942043
0.000803856	941536
0.000803203	941055
0.000801518	940320
0.00080068	940157
0.000800178	939160
0.00079746	938307
0.000797145	937052
0.000797055	936955
0.000794118	936898
0.000793752	936231
0.000793529	935284
0.000792736	935250
0.00079155	932776
0.000791184	931864
0.00079032	927553
0.00078939	925841
0.000786366	925021
0.000785288	924739
0.000784222	924603
0.000782248	924419
0.000781841	924178
0.000781776	922836
0.000781347	921736
0.000779922	921177
0.000779407	920685
0.000779384	920144
0.000777009	919297
0.000776494	916330
0.000775748	915099
0.000773361	913771
0.000769134	911990
0.000769127	911939
0.000767366	909078
0.000767188	908089
0.000766921	907451
0.00076582	906211
0.000765435	904371
0.000764627	904091
0.000764321	903540
0.000763802	902768
0.000760914	900928
0.000759114	900676
0.000758617	900211
0.000756778	899810
0.000755939	899241
0.00075555	897424
0.000755511	896113
0.000755164	894679
0.000754947	894407
0.000754754	892357
0.00075423	892209
0.000754097	891916
0.000753949	891616
0.00075367	890551
0.000753279	890032
0.000753248	889484
0.000751501	887937
0.000750547	887089
0.000749798	884386
0.000748968	883341
0.000744672	880997
0.00074248	880167
0.000742472	876407
0.000740108	875979
0.000739049	875252
0.000738753	872373
0.000737998	872044
0.0007364	871115
0.00073556	871053
0.000734387	870558
0.000733646	868889
0.000733459	867385
0.000732833	866902
0.000732755	865550
0.000731324	864700
0.000728493	862573
0.000727235	861752
0.000725779	860747
0.000725453	860437
0.000725316	859918
0.000724602	857416
0.000720242	855473
0.000718225	854314
0.000718085	853237
0.00071779	852828
0.000715738	851414
0.000715544	847870
0.000711306	847763
0.000705011	847312
0.000703718	845492
0.000703333	843177
0.000702668	843085
0.000697089	843047
0.000696262	842572
0.000695859	842381
0.000695514	840627
0.000693091	840081
0.000692247	839116
0.000691111	838697
0.00069107	838626
0.00068988	838175
0.000688628	837531
0.000688107	836594
0.00068764	836473
0.000686086	833786
0.000684278	831531
0.000683286	827805
0.000681543	827064
0.000680992	822344
0.000677755	820483
0.000677593	819234
0.0006772	818465
0.000676167	817692
0.000674672	817602
0.00067379	817235
0.000673385	815009
0.000670812	813270
0.000670038	811475
0.000669966	811358
0.000669822	810385
0.000669191	809230
0.000668837	807821
0.00066866	805690
0.000668549	804504
0.00066672	802743
0.000665141	802733
0.000664815	801911
0.000663884	800915
0.000663841	800614
0.000662612	799242
0.000662409	798376
0.00066226	797837
0.000660289	793977
0.000658565	792669
0.000658009	792481
0.000657748	791886
0.000656254	791536
0.000656215	790801
0.000655403	787582
0.000653409	787384
0.000650806	785701
0.000650539	782633
0.000648973	781092
0.000648239	778418
0.000647524	777270
0.000647463	777127
0.000646933	772611
0.00064574	772129
0.000643288	771712
0.000641538	771606
0.000639725	770242
0.000638495	769550
0.000637878	769193
0.000637717	765875
0.000637088	765755
0.000635948	764781
0.000634773	764242
0.000634682	760846
0.000633751	760396
0.000632145	760138
0.000630361	758969
0.000628402	756915
0.000627198	754601
0.000626733	754162
0.000625471	752715
0.000624651	752359
0.000624418	752169
0.000624323	751503
0.000623351	750546
0.000622311	748832
0.000621728	748714
0.000621411	748576
0.00062069	746329
0.000619586	745535
0.000619367	745146
0.00061919	744518
0.000617863	744467
0.00061593	744148
0.000614974	742874
0.000614681	742460
0.000613834	742174
0.000612751	741309
0.000611479	740996
0.000609901	740624
0.000609691	740239
0.000606427	740015
0.000604741	739892
0.00060378	739344
0.000603271	739321
0.000601549	739153
0.000600405	737968
0.000599959	737840
0.000599672	737206
0.000599045	736844
0.000598004	736739
0.000596489	736523
0.000595969	734806
0.000595881	734519
0.000595772	733900
0.000592769	732992
0.000590595	732758
0.00059035	732361
0.000590047	731462
0.0005893	730357
0.0005884	729792
0.000586087	729190
0.000585746	729107
0.000583468	728728
0.000583281	727713
0.000581171	727652
0.000580381	726445
0.00058015	725958
0.000576883	724503
0.000575436	722286
0.000572822	721503
0.000572146	720300
0.000571953	720077
0.000571936	719664
0.000570859	718409
0.000568534	716865
0.000567875	716420
0.000567266	715772
0.00056609	715692
0.000565882	713386
0.000565246	711018
0.000565242	710995
0.000564819	710410
0.000563589	709761
0.000563294	708555
0.000562605	707928
0.00056186	707103
0.000560788	705584
0.000560372	704830
0.000560351	704657
0.000560136	704267
0.000559396	702677
0.000558675	701357
0.000557995	698509
0.00055538	696012
0.000554724	695180
0.000554472	694155
0.000553544	691736
0.000553462	690803
0.000552579	689420
0.000552008	686800
0.000552005	686158
0.000550473	686093
0.000549157	685075
0.000548351	683809
0.00054676	682888
0.000544958	682611
0.000543412	682208
0.000543381	681968
0.000543365	680512
0.000542223	679016
0.000541921	677662
0.000540446	676000
0.000539297	674439
0.000538686	673392
0.000538539	672586
0.00053761	671083
0.000536431	670334
0.000536201	666860
0.000535319	665196
0.000534487	662622
0.000534088	662576
0.000533617	662423
0.000533344	661581
0.000533338	661274
0.000533022	660619
0.000531028	659762
0.000530997	658428
0.00053096	657826
0.000530537	657772
0.000529493	656551
0.000529338	655895
0.000527934	654809
0.000526939	654606
0.000526757	651571
0.000525064	650712
0.000524731	650211
0.000524307	649296
0.000523786	648981
0.000522975	647744
0.000520747	645799
0.000519114	644956
0.000518812	644044
0.000518742	643857
0.000518077	643562
0.000517622	639295
0.000517387	639133
0.000516699	638373
0.000514018	633975
0.00051333	633311
0.000513227	629229
0.000513149	629009
0.000513128	628869
0.000511681	628548
0.000511619	627379
0.000509548	624219
0.000508605	623927
0.000508429	623255
0.000508407	623232
